gene_id,total_peaks,disrupted_peaks,intact_peaks,fraction_disrupted,n_bqtl,mean_peak_breadth,abs_log2_ase,expression,drought_fc,annotation
Zm00001eb085570,2,1,1,0.5,2,13.0,0.1708616900641495,308.7,0.656,
Zm00001eb085590,2,1,1,0.5,3,13.0,0.6966765018541949,93.7,-1.458,
Zm00001eb085610,1,1,0,1.0,1,25.0,1.3886157057321138,69.6,1.828,
Zm00001eb085620,1,0,1,0.0,0,1.0,,1.0,0.963,
Zm00001eb085630,1,1,0,1.0,1,25.0,2.109628680918297,2.0,-0.201,
Zm00001eb085640,3,2,1,0.6666666666666666,5,16.666666666666668,0.8050797084639895,3.5,1.173,
Zm00001eb085680,2,2,0,1.0,4,25.0,0.3333989039066715,1243.3,2.089,
Zm00001eb085690,1,0,1,0.0,0,2.0,,,,
Zm00001eb085730,2,1,1,0.5,1,14.5,0.5501346671850755,132.8,0.782,
Zm00001eb085740,2,0,2,0.0,0,12.0,,,,
Zm00001eb085760,1,0,1,0.0,0,3.0,0.4268664611379316,43.5,1.879,
Zm00001eb085770,1,0,1,0.0,0,17.0,1.392539248855185,38.5,-2.591,
Zm00001eb085780,1,0,1,0.0,0,25.0,0.474436739104041,93.9,-1.393,
Zm00001eb085790,2,0,2,0.0,0,25.0,,,,
Zm00001eb085820,3,0,3,0.0,0,11.333333333333334,0.6714341000011745,8.2,0.408,
Zm00001eb085830,1,0,1,0.0,0,25.0,0.3879836773699638,1.1,-0.348,
Zm00001eb085840,1,0,1,0.0,0,25.0,0.1171661580478329,432.0,-1.45,
Zm00001eb085850,3,0,3,0.0,0,14.666666666666666,,,,
Zm00001eb085860,2,0,2,0.0,0,13.0,0.3402406122944618,105.7,-0.408,
Zm00001eb085870,1,0,1,0.0,0,2.0,0.6480247315308785,13.8,-0.097,
Zm00001eb085880,2,0,2,0.0,0,2.0,,,,
Zm00001eb085940,1,0,1,0.0,0,25.0,0.5721117387165899,41.6,0.953,
Zm00001eb085950,1,0,1,0.0,0,25.0,0.6774738258974592,11.8,-0.825,
Zm00001eb086010,1,0,1,0.0,0,1.0,,,,
Zm00001eb086030,1,0,1,0.0,0,4.0,0.8751173893532265,16.3,-0.356,
Zm00001eb086040,2,0,2,0.0,0,13.0,0.5629391156493367,7.6,0.996,
Zm00001eb086050,2,0,2,0.0,0,13.5,0.2974455176823773,202.3,0.188,
Zm00001eb086060,2,0,2,0.0,0,8.0,,3.0,0.737,
Zm00001eb086070,1,0,1,0.0,0,1.0,,,,
Zm00001eb086100,2,0,2,0.0,0,8.0,0.6466557141928415,57.7,0.681,
Zm00001eb086130,1,0,1,0.0,0,3.0,,,,
Zm00001eb086140,1,0,1,0.0,0,2.0,,,,
Zm00001eb086160,1,0,1,0.0,0,25.0,0.2992756947180486,24.3,0.917,
Zm00001eb086170,1,0,1,0.0,0,4.0,0.0,1.5,0.193,
Zm00001eb086180,2,0,2,0.0,0,7.5,0.4036709368638733,1.2,-0.545,
Zm00001eb086190,2,0,2,0.0,0,7.5,,,,
Zm00001eb086200,2,0,2,0.0,0,22.5,1.0527318832384207,38.4,-0.277,
Zm00001eb086210,2,2,0,1.0,2,10.5,,,,
Zm00001eb086220,1,0,1,0.0,0,25.0,1.3259418145323358,253.4,0.299,
Zm00001eb086240,1,0,1,0.0,0,6.0,,,,
Zm00001eb086270,2,1,1,0.5,3,15.0,5.8294175236557155,2.9,0.989,
Zm00001eb086280,1,1,0,1.0,1,25.0,0.106915203916512,638.3,0.683,
Zm00001eb086300,2,0,2,0.0,0,1.0,,,,
Zm00001eb086310,1,0,1,0.0,0,13.0,,,,
Zm00001eb086320,1,0,1,0.0,0,20.0,0.5184558741451736,41.8,1.439,
Zm00001eb086340,1,1,0,1.0,3,25.0,0.2517729086512205,79.3,0.082,
Zm00001eb086360,1,0,1,0.0,0,25.0,,,,
Zm00001eb086370,1,1,0,1.0,3,21.0,0.6782468351396692,432.5,0.905,
Zm00001eb086400,3,1,2,0.3333333333333333,2,9.0,0.1914551558951088,312.5,0.476,
Zm00001eb086410,2,0,2,0.0,0,13.5,0.5585865430249631,592.2,-0.948,
Zm00001eb086470,1,0,1,0.0,0,1.0,6.845490050944375,3.8,2.263,
Zm00001eb086480,3,0,3,0.0,0,12.666666666666666,2.685094145167063,13.3,-0.151,
Zm00001eb086490,1,0,1,0.0,0,1.0,,,,
Zm00001eb086500,1,1,0,1.0,2,25.0,0.1511256534678508,329.3,0.269,
Zm00001eb086520,1,0,1,0.0,0,25.0,0.2818508957071247,367.0,0.559,
Zm00001eb086530,1,0,1,0.0,0,24.0,0.2165012808954182,84.4,0.703,
Zm00001eb086540,4,3,1,0.75,3,16.75,0.7600895981333926,425.1,0.088,
Zm00001eb086560,1,1,0,1.0,2,25.0,0.1357576365104066,1401.3,0.971,
Zm00001eb086570,3,0,3,0.0,0,19.0,,,,
Zm00001eb086580,4,0,4,0.0,0,4.25,0.561458158606726,2.3,0.068,
Zm00001eb086630,2,0,2,0.0,0,1.5,,,,
Zm00001eb086640,1,1,0,1.0,1,24.0,0.3224532402444224,99.9,0.659,
Zm00001eb086650,2,0,2,0.0,0,13.0,0.6396225723399913,2.0,-1.286,
Zm00001eb086660,1,1,0,1.0,1,12.0,,0.5,-0.052,
Zm00001eb086680,1,1,0,1.0,3,25.0,0.2095063170311672,407.4,1.004,
Zm00001eb086700,1,1,0,1.0,2,25.0,0.4573663870745553,520.1,3.309,
Zm00001eb086710,1,0,1,0.0,0,25.0,0.1409626491255625,627.6,0.31,
Zm00001eb086720,1,1,0,1.0,1,25.0,0.1758191225357501,215.0,0.345,
Zm00001eb086730,1,0,1,0.0,0,23.0,0.2810419501049508,42.3,0.729,
Zm00001eb086780,2,1,1,0.5,2,16.0,0.3058209874111302,147.7,0.379,
Zm00001eb086790,2,0,2,0.0,0,1.5,0.3761915419630642,68.6,1.344,
Zm00001eb086800,2,0,2,0.0,0,13.0,0.2558940702295764,96.7,0.595,
Zm00001eb086810,3,0,3,0.0,0,2.0,,,,
Zm00001eb086820,1,0,1,0.0,0,17.0,0.5134950085419852,9.5,0.653,
Zm00001eb086830,2,2,0,1.0,5,25.0,0.561573114282582,6.0,0.229,
Zm00001eb086840,2,0,2,0.0,0,2.0,0.6641738765447966,6.2,0.046,
Zm00001eb086860,2,0,2,0.0,0,22.0,0.2633995499648476,257.6,0.658,
Zm00001eb086870,2,0,2,0.0,0,13.0,,,,
Zm00001eb086880,1,0,1,0.0,0,25.0,0.1112720479436308,367.5,1.093,
Zm00001eb086910,2,1,1,0.5,1,19.5,0.1899245109330685,506.3,0.667,
Zm00001eb086920,2,0,2,0.0,0,13.0,1.0240962869356265,8.7,0.583,
Zm00001eb086930,2,0,2,0.0,0,13.0,,0.3,0.0,
Zm00001eb086960,3,0,3,0.0,0,4.666666666666667,1.3964158854460471,5.7,-0.583,
Zm00001eb086980,2,0,2,0.0,0,10.5,0.8818806943470912,37.8,0.996,
Zm00001eb086990,3,1,2,0.3333333333333333,1,11.333333333333334,1.1347990565175403,300.5,0.131,
Zm00001eb087010,1,1,0,1.0,1,25.0,,,,
Zm00001eb087020,1,1,0,1.0,2,25.0,0.326549816404681,213.8,-0.801,
Zm00001eb087030,2,0,2,0.0,0,11.0,,,,
Zm00001eb087040,2,1,1,0.5,1,21.5,0.8154386829761052,2.9,0.111,
Zm00001eb087050,1,1,0,1.0,1,25.0,0.3398793698527388,847.1,0.34,
Zm00001eb087060,1,1,0,1.0,1,25.0,0.1575248456317134,210.7,-0.505,
Zm00001eb087080,1,0,1,0.0,0,25.0,1.4433595235392005,22.1,0.048,
Zm00001eb087090,2,0,2,0.0,0,4.5,0.3096443702310515,82.7,-2.06,
Zm00001eb087100,1,0,1,0.0,0,6.0,0.777607578663552,0.6,-0.55,
Zm00001eb087120,1,1,0,1.0,1,25.0,1.3663222142458158,229.0,0.113,
Zm00001eb087130,1,0,1,0.0,0,7.0,,,,
Zm00001eb087160,1,0,1,0.0,0,18.0,,,,
Zm00001eb087230,2,0,2,0.0,0,7.5,,,,
Zm00001eb087240,1,0,1,0.0,0,1.0,,,,
Zm00001eb087250,1,0,1,0.0,0,5.0,,,,
Zm00001eb087260,1,0,1,0.0,0,1.0,,,,
Zm00001eb087280,1,0,1,0.0,0,16.0,,,,
Zm00001eb087340,3,0,3,0.0,0,1.3333333333333333,,,,
Zm00001eb087350,1,0,1,0.0,0,1.0,,,,
Zm00001eb087380,1,0,1,0.0,0,25.0,1.1334960012560218,756.3,2.183,
Zm00001eb087390,1,0,1,0.0,0,25.0,,,,
Zm00001eb087400,1,0,1,0.0,0,24.0,,,,
Zm00001eb087410,3,0,3,0.0,0,4.666666666666667,,,,
Zm00001eb087420,2,0,2,0.0,0,12.0,,,,
Zm00001eb087430,1,0,1,0.0,0,23.0,,,,
Zm00001eb087460,1,0,1,0.0,0,1.0,0.2536724254189219,55.6,0.889,
Zm00001eb087470,2,0,2,0.0,0,12.5,0.3697989505914896,32.5,0.767,
Zm00001eb087500,1,0,1,0.0,0,25.0,0.533990231834066,91.5,0.658,
Zm00001eb087520,1,0,1,0.0,0,1.0,,,,
Zm00001eb087570,1,0,1,0.0,0,25.0,1.5344879292115892,2278.2,-2.033,
Zm00001eb087580,1,0,1,0.0,0,22.0,,,,
Zm00001eb087590,1,0,1,0.0,0,2.0,,,,
Zm00001eb087620,1,1,0,1.0,2,25.0,,,,
Zm00001eb087650,2,1,1,0.5,1,13.5,,,,
Zm00001eb087670,1,0,1,0.0,0,25.0,0.2473066003000295,93.2,0.63,
Zm00001eb087690,3,0,3,0.0,0,9.0,0.5027768816542519,73.2,0.68,
Zm00001eb087720,2,0,2,0.0,0,11.0,0.9989442403071056,2.9,-0.165,
Zm00001eb087730,1,0,1,0.0,0,15.0,,,,
Zm00001eb087740,1,0,1,0.0,0,1.0,,,,
Zm00001eb087750,2,0,2,0.0,0,2.0,0.9282443125952776,606.9,-2.062,
Zm00001eb087780,2,0,2,0.0,0,16.5,1.572376654298746,0.7,-0.649,
Zm00001eb087800,1,0,1,0.0,0,1.0,,,,
Zm00001eb087810,3,1,2,0.3333333333333333,3,13.0,,,,
Zm00001eb087840,1,0,1,0.0,0,6.0,0.5849625007211562,,,
Zm00001eb087870,2,0,2,0.0,0,2.5,1.3025627700204314,9.7,-0.737,
Zm00001eb087880,2,0,2,0.0,0,5.0,0.3520463171616599,341.5,-1.824,
Zm00001eb087890,1,0,1,0.0,0,1.0,,,,
Zm00001eb087910,1,1,0,1.0,2,1.0,,,,
Zm00001eb087920,1,1,0,1.0,2,25.0,0.3422343532084024,115.9,-0.039,
Zm00001eb087930,1,0,1,0.0,0,21.0,0.3863846134702219,12.8,1.604,
Zm00001eb087950,2,0,2,0.0,0,13.0,0.5988848035552401,31.8,-1.162,
Zm00001eb087960,3,0,3,0.0,0,10.0,1.2834644028431588,2849.7,1.613,
Zm00001eb087970,1,1,0,1.0,5,25.0,2.82254132587228,95.3,0.985,
Zm00001eb087980,2,0,2,0.0,0,9.5,1.7666339295191211,58.4,1.195,
Zm00001eb088000,2,0,2,0.0,0,9.5,1.1018796140192135,40.8,2.234,
Zm00001eb088020,2,1,1,0.5,4,16.5,2.6027364003032636,1499.2,1.419,
Zm00001eb088030,1,0,1,0.0,0,1.0,,,,
Zm00001eb088050,1,1,0,1.0,2,25.0,0.1758818425228249,489.1,-0.684,
Zm00001eb088060,2,0,2,0.0,0,12.5,,,,
Zm00001eb088070,2,0,2,0.0,0,13.0,1.0,24.1,4.468,
Zm00001eb088080,2,0,2,0.0,0,12.5,0.960955873091086,16.5,0.266,
Zm00001eb088090,3,0,3,0.0,0,8.666666666666666,0.9034870692595958,20.9,0.317,
Zm00001eb088110,1,0,1,0.0,0,1.0,,,,
Zm00001eb088120,1,1,0,1.0,1,9.0,0.0,,,
Zm00001eb088140,1,0,1,0.0,0,22.0,,,,
Zm00001eb088160,1,0,1,0.0,0,19.0,,,,
Zm00001eb088180,1,0,1,0.0,0,24.0,0.477121269669506,146.4,1.078,
Zm00001eb088190,3,1,2,0.3333333333333333,1,14.333333333333334,0.5194425681028695,2.2,0.539,
Zm00001eb088210,2,0,2,0.0,0,9.0,,,,
Zm00001eb088220,3,2,1,0.6666666666666666,3,16.666666666666668,0.5081890686023169,717.0,-0.682,
Zm00001eb088230,2,1,1,0.5,1,7.0,,,,
Zm00001eb088250,2,0,2,0.0,0,19.0,0.3732197976823764,41.6,0.282,
Zm00001eb088260,3,1,2,0.3333333333333333,1,3.0,,0.8,0.263,
Zm00001eb088270,1,1,0,1.0,2,21.0,0.1875750993902083,264.4,0.1,
Zm00001eb088280,1,0,1,0.0,0,1.0,2.849133086334001,2.9,-1.679,
Zm00001eb088290,2,1,1,0.5,1,13.0,0.5446228537984718,16.3,-1.835,
Zm00001eb088300,1,0,1,0.0,0,22.0,1.1110313123887436,9.5,-1.555,
Zm00001eb088320,1,0,1,0.0,0,1.0,,,,
Zm00001eb088330,2,0,2,0.0,0,10.0,,,,
Zm00001eb088350,1,0,1,0.0,0,25.0,0.184602698063655,151.7,-0.572,
Zm00001eb088370,2,0,2,0.0,0,10.0,0.2736984218899336,132.4,0.668,
Zm00001eb088390,2,1,1,0.5,3,13.5,0.3581405396372462,216.5,0.403,
Zm00001eb088400,2,0,2,0.0,0,1.0,,,,
Zm00001eb088410,3,0,3,0.0,0,3.6666666666666665,0.7964892361245339,38.3,-1.698,
Zm00001eb088450,1,1,0,1.0,1,25.0,0.2954558835261713,24.8,1.2,
Zm00001eb088460,3,1,2,0.3333333333333333,2,13.333333333333334,0.1814947235291412,43.1,0.829,
Zm00001eb088470,1,1,0,1.0,1,25.0,0.5852147198035937,85.4,0.479,
Zm00001eb088490,2,0,2,0.0,0,18.0,,,,
Zm00001eb088500,1,0,1,0.0,0,25.0,0.7422656458124617,640.3,-1.116,
Zm00001eb088510,2,0,2,0.0,0,13.5,,0.4,-0.17,
Zm00001eb088530,1,0,1,0.0,0,24.0,0.7558267702883286,6.5,-1.097,
Zm00001eb088540,3,0,3,0.0,0,1.6666666666666667,,,,
Zm00001eb088550,1,0,1,0.0,0,24.0,,,,
Zm00001eb088590,2,0,2,0.0,0,4.5,,,,
Zm00001eb088610,4,0,4,0.0,0,2.75,,,,
Zm00001eb088630,3,1,2,0.3333333333333333,3,9.333333333333334,2.6584223415463457,1.7,-1.191,
Zm00001eb088640,3,1,2,0.3333333333333333,3,12.0,8.026062296586197,148.3,-1.244,
Zm00001eb088690,1,0,1,0.0,0,1.0,,,,
Zm00001eb088700,4,1,3,0.25,1,3.75,2.0065448537101567,18.6,0.224,
Zm00001eb088730,2,1,1,0.5,1,15.5,1.1718889936677237,41.4,-0.214,
Zm00001eb088740,1,0,1,0.0,0,25.0,0.4298361278272889,29.7,0.257,
Zm00001eb088780,1,1,0,1.0,1,24.0,0.2950567265192413,491.1,-2.244,
Zm00001eb088790,1,1,0,1.0,4,25.0,2.2243454014984017,558.2,6.8,
Zm00001eb088800,1,1,0,1.0,5,25.0,0.5827803273817369,995.4,-0.286,
Zm00001eb088810,2,1,1,0.5,1,13.0,,0.8,0.415,
Zm00001eb088820,2,2,0,1.0,3,21.5,,,,
Zm00001eb088830,4,3,1,0.75,5,15.75,0.3530507295415956,133.8,-2.224,
Zm00001eb088840,3,2,1,0.6666666666666666,8,17.0,0.6612275762129604,48.7,-2.463,
Zm00001eb088850,2,1,1,0.5,5,14.0,0.8230165543263003,230.2,-2.097,
Zm00001eb088860,1,0,1,0.0,0,1.0,0.7296131710373494,64.7,0.193,
Zm00001eb088870,2,0,2,0.0,0,1.5,0.7924812503605781,1.0,-0.285,
Zm00001eb088880,3,1,2,0.3333333333333333,1,9.0,0.4836143792215008,18.1,0.787,
Zm00001eb088910,3,1,2,0.3333333333333333,1,9.0,0.2810568921337012,523.4,0.494,
Zm00001eb088920,2,0,2,0.0,0,4.0,2.743403017990465,1.3,-0.004,
Zm00001eb088930,2,0,2,0.0,0,14.5,0.6571895500734153,73.6,0.743,
Zm00001eb088940,2,0,2,0.0,0,20.0,0.2126335185903744,366.7,0.431,
Zm00001eb088950,2,1,1,0.5,1,3.5,0.6533630636734611,2.3,-0.818,
Zm00001eb088960,2,0,2,0.0,0,8.0,1.2499356106278756,9.1,0.325,
Zm00001eb088970,1,0,1,0.0,0,18.0,0.487376704232575,81.2,0.096,
Zm00001eb089010,3,1,2,0.3333333333333333,1,10.0,0.1060919090374827,2285.0,-1.226,
Zm00001eb089020,1,0,1,0.0,0,25.0,0.2065958925644608,707.9,-0.792,
Zm00001eb089060,2,1,1,0.5,1,13.0,0.2792861802674496,118.6,0.689,
Zm00001eb089070,3,1,2,0.3333333333333333,3,8.333333333333334,0.2438788934067409,3173.2,-0.795,
Zm00001eb089080,2,1,1,0.5,2,12.0,0.3479960509321543,299.4,0.039,
Zm00001eb089090,2,0,2,0.0,0,17.0,0.4343779839591947,93.7,-0.084,
Zm00001eb089100,2,1,1,0.5,1,4.0,0.7788693043549839,1.5,-0.026,
Zm00001eb089110,1,0,1,0.0,0,6.0,,,,
Zm00001eb089120,3,0,3,0.0,0,1.6666666666666667,,,,
Zm00001eb089130,3,0,3,0.0,0,7.333333333333333,,,,
Zm00001eb089160,3,0,3,0.0,0,13.0,0.4279383095578412,52.5,-0.133,
Zm00001eb089190,4,0,4,0.0,0,5.0,,,,
Zm00001eb089200,2,0,2,0.0,0,3.0,,,,
Zm00001eb089210,1,1,0,1.0,3,25.0,,,,
Zm00001eb089230,1,1,0,1.0,1,25.0,0.9414185972111128,154.3,-0.806,
Zm00001eb089240,2,0,2,0.0,0,2.0,,,,
Zm00001eb089250,2,0,2,0.0,0,20.0,1.6313763089239803,40.7,0.161,
Zm00001eb089260,1,0,1,0.0,0,25.0,0.2426679680632311,451.8,0.596,
Zm00001eb089280,3,1,2,0.3333333333333333,1,5.0,,,,
Zm00001eb089290,2,0,2,0.0,0,2.5,,,,
Zm00001eb089300,1,0,1,0.0,0,7.0,,2.9,1.237,
Zm00001eb089310,2,0,2,0.0,0,4.0,,,,
Zm00001eb089340,3,0,3,0.0,0,3.6666666666666665,0.4959574946624112,38.2,2.2,
Zm00001eb089350,1,0,1,0.0,0,1.0,,,,
Zm00001eb089360,1,0,1,0.0,0,5.0,,,,
Zm00001eb089380,3,1,2,0.3333333333333333,1,10.666666666666666,0.2172501130078022,43.9,0.44,
Zm00001eb089390,2,1,1,0.5,2,25.0,0.6840018106518567,705.7,-1.866,
Zm00001eb089420,2,0,2,0.0,0,13.0,0.3945033858954936,7.4,0.867,
Zm00001eb089450,1,0,1,0.0,0,5.0,2.3794159343414067,1.9,-0.896,
Zm00001eb089460,1,0,1,0.0,0,25.0,0.901157521538858,15.6,-1.441,
Zm00001eb089470,3,1,2,0.3333333333333333,1,11.666666666666666,0.4358890074518708,16.4,2.999,
Zm00001eb089480,2,1,1,0.5,3,13.5,1.1199921993810775,37.9,0.128,
Zm00001eb089490,4,2,2,0.5,7,15.0,1.2632205937422831,45.9,0.707,
Zm00001eb089530,1,1,0,1.0,1,25.0,,,,
Zm00001eb089540,3,0,3,0.0,0,3.6666666666666665,,,,
Zm00001eb089560,1,0,1,0.0,0,8.0,0.3627662260096752,42.2,-2.208,
Zm00001eb089570,2,1,1,0.5,1,14.5,0.2232438200279556,189.2,1.121,
Zm00001eb089580,2,2,0,1.0,3,21.0,0.7219307404516406,103.0,0.841,
Zm00001eb089590,1,0,1,0.0,0,25.0,0.1823770615977712,593.8,0.284,
Zm00001eb089600,1,1,0,1.0,3,25.0,0.393823775260832,26.3,0.629,
Zm00001eb089620,1,1,0,1.0,2,25.0,0.5897988367141921,28.2,0.618,
Zm00001eb089630,1,1,0,1.0,2,25.0,1.3360544557759582,23.0,2.914,
Zm00001eb089650,1,1,0,1.0,4,25.0,0.4124452958672125,122.0,0.426,
Zm00001eb089660,2,0,2,0.0,0,12.5,0.516071910002668,68.9,0.876,
Zm00001eb089670,4,0,4,0.0,0,7.0,0.4528997238304844,20.7,0.316,
Zm00001eb089680,3,0,3,0.0,0,9.0,1.494764691749578,5.1,-0.278,
Zm00001eb089710,1,0,1,0.0,0,25.0,,,,
Zm00001eb089720,1,0,1,0.0,0,12.0,0.3882030856711562,14.8,-0.364,
Zm00001eb089740,2,1,1,0.5,1,16.5,0.4099513495864743,75.0,-0.673,
Zm00001eb089790,2,0,2,0.0,0,12.0,0.6574764076345898,4.5,0.725,
Zm00001eb089800,1,1,0,1.0,2,24.0,0.6312403766728509,1051.0,3.603,
Zm00001eb089820,1,0,1,0.0,0,21.0,0.7287578395522634,18.6,1.056,
Zm00001eb089840,2,1,1,0.5,1,13.5,0.8701763080946444,222.6,0.327,
Zm00001eb089860,1,1,0,1.0,1,25.0,0.3338339988917181,453.1,0.318,
Zm00001eb089880,3,1,2,0.3333333333333333,1,8.666666666666666,,1.1,-0.83,
Zm00001eb089890,1,1,0,1.0,1,25.0,,,,
Zm00001eb089940,1,0,1,0.0,0,25.0,0.3763945520449903,44.5,-2.012,
Zm00001eb089960,3,0,3,0.0,0,9.666666666666666,0.5178317850439625,205.2,-0.029,
Zm00001eb089970,1,0,1,0.0,0,18.0,0.7861205543210931,2.0,0.167,
Zm00001eb089980,2,0,2,0.0,0,13.5,0.1123978244879638,176.2,0.324,
Zm00001eb090000,2,1,1,0.5,1,15.5,,,,
Zm00001eb090050,3,1,2,0.3333333333333333,1,5.333333333333333,,,,
Zm00001eb090060,1,1,0,1.0,5,25.0,0.6313211737459193,281.1,6.229,
Zm00001eb090070,1,0,1,0.0,0,25.0,2.1699250014423126,0.5,-0.1,
Zm00001eb090080,1,0,1,0.0,0,25.0,,3.8,2.644,
Zm00001eb090090,2,0,2,0.0,0,21.5,,,,
Zm00001eb090110,1,1,0,1.0,2,25.0,0.4812252499742616,26.3,1.041,
Zm00001eb090120,1,1,0,1.0,2,25.0,0.8493156993877168,8.5,2.368,
Zm00001eb090140,2,1,1,0.5,4,13.0,1.8219280948873624,9.4,1.533,
Zm00001eb090160,2,0,2,0.0,0,6.0,0.4105647457753311,6.0,0.007,
Zm00001eb090170,1,0,1,0.0,0,25.0,0.1519824428081486,376.6,0.143,
Zm00001eb090190,1,1,0,1.0,1,5.0,2.329501314592163,75.2,0.687,
Zm00001eb090200,1,0,1,0.0,0,1.0,0.7411195991724567,36.9,0.552,
Zm00001eb090230,2,1,1,0.5,1,13.0,3.0932272317250757,82.7,1.099,
Zm00001eb090260,1,1,0,1.0,1,25.0,3.845488903642923,237.5,-5.679,
Zm00001eb090310,3,0,3,0.0,0,2.6666666666666665,,,,
Zm00001eb090320,3,0,3,0.0,0,2.0,,,,
Zm00001eb090330,1,0,1,0.0,0,6.0,1.3748301793145572,176.0,-1.065,
Zm00001eb090340,1,0,1,0.0,0,1.0,,,,
Zm00001eb090350,2,1,1,0.5,1,15.5,0.9312700396762364,17.9,0.461,
Zm00001eb090370,3,0,3,0.0,0,10.0,0.4368247730252919,86.7,1.005,
Zm00001eb090420,1,0,1,0.0,0,9.0,,,,
Zm00001eb090430,3,1,2,0.3333333333333333,1,8.666666666666666,0.2232368909014704,77.8,0.868,
Zm00001eb090450,1,0,1,0.0,0,4.0,,,,
Zm00001eb090480,1,0,1,0.0,0,15.0,2.0,0.5,-0.263,
Zm00001eb090500,1,0,1,0.0,0,24.0,0.8401091653616927,2.5,-0.122,
Zm00001eb090510,3,0,3,0.0,0,14.0,0.2664926260315937,132.2,-0.737,
Zm00001eb090540,2,0,2,0.0,0,20.0,0.4066349135970075,6.8,0.409,
Zm00001eb090570,2,1,1,0.5,2,12.0,,,,
Zm00001eb090590,1,0,1,0.0,0,25.0,0.1555754278572944,108.5,0.28,
Zm00001eb090620,2,1,1,0.5,1,13.0,0.2439951378051799,399.4,-0.535,
Zm00001eb090650,2,1,1,0.5,2,13.0,,,,
Zm00001eb090670,5,2,3,0.4,2,10.8,0.2549343518058314,177.0,0.433,
Zm00001eb090690,1,1,0,1.0,1,25.0,,1.8,1.668,
Zm00001eb090700,1,0,1,0.0,0,25.0,0.2025582604149872,294.7,-0.239,
Zm00001eb090710,1,1,0,1.0,5,25.0,,,,
Zm00001eb090730,2,1,1,0.5,2,13.0,0.3315320023274396,493.9,0.406,
Zm00001eb090740,2,0,2,0.0,0,1.0,,,,
Zm00001eb090750,2,1,1,0.5,1,7.0,,0.6,-0.152,
Zm00001eb090760,1,1,0,1.0,1,18.0,0.6958518373750662,5.1,0.531,
Zm00001eb090820,3,1,2,0.3333333333333333,1,10.666666666666666,,,,
Zm00001eb090830,1,0,1,0.0,0,25.0,1.1463201451691842,1034.7,-1.073,
Zm00001eb090840,2,1,1,0.5,2,14.0,0.5373064866659046,4.3,-0.365,
Zm00001eb090850,1,0,1,0.0,0,6.0,,,,
Zm00001eb090870,1,0,1,0.0,0,8.0,,,,
Zm00001eb090880,2,0,2,0.0,0,14.0,2.387971513005429,48.2,3.98,
Zm00001eb090890,1,1,0,1.0,4,25.0,0.1704403417017262,337.5,2.451,
Zm00001eb090900,4,1,3,0.25,3,7.5,,,,
Zm00001eb090910,2,1,1,0.5,1,8.5,0.5926901474132589,1061.4,2.268,
Zm00001eb090920,2,1,1,0.5,2,13.0,0.7152746492641618,906.2,0.516,
Zm00001eb090960,2,1,1,0.5,1,14.5,6.156225481859749,8.0,0.821,
Zm00001eb090970,1,1,0,1.0,4,25.0,1.4282951654864342,4800.8,1.757,
Zm00001eb090980,1,1,0,1.0,1,25.0,0.4717388573474702,813.8,2.021,
Zm00001eb090990,2,1,1,0.5,1,13.0,0.2185095589654131,70.9,0.042,
Zm00001eb091000,1,1,0,1.0,1,25.0,0.4680671371919109,12.5,0.851,
Zm00001eb091010,2,0,2,0.0,0,11.5,0.2612615130353964,73.6,1.002,
Zm00001eb091020,2,0,2,0.0,0,1.5,,,,
Zm00001eb091050,1,1,0,1.0,4,25.0,,,,
Zm00001eb091060,2,1,1,0.5,1,13.5,0.5173686616237219,981.1,-0.106,
Zm00001eb091070,1,1,0,1.0,4,25.0,,,,
Zm00001eb091080,2,2,0,1.0,5,23.5,,0.7,-0.057,
Zm00001eb091090,2,0,2,0.0,0,3.5,,,,
Zm00001eb091110,2,0,2,0.0,0,2.0,,,,
Zm00001eb091130,1,0,1,0.0,0,1.0,,,,
Zm00001eb091140,3,0,3,0.0,0,6.666666666666667,,,,
Zm00001eb091170,3,1,2,0.3333333333333333,1,3.3333333333333335,,,,
Zm00001eb091180,3,0,3,0.0,0,2.0,,,,
Zm00001eb091190,3,0,3,0.0,0,2.6666666666666665,,,,
Zm00001eb091200,1,1,0,1.0,2,20.0,0.3883151416484875,542.4,0.774,
Zm00001eb091210,4,0,4,0.0,0,2.25,,,,
Zm00001eb091220,4,0,4,0.0,0,1.0,,,,
Zm00001eb091230,1,0,1,0.0,0,24.0,1.363129143045259,137.7,0.368,
Zm00001eb091240,3,0,3,0.0,0,14.666666666666666,0.404281138578461,88.6,0.702,
Zm00001eb091250,1,1,0,1.0,1,25.0,1.7941313346500607,111.4,-1.768,
Zm00001eb091260,2,2,0,1.0,3,24.0,0.2035601114557557,234.5,0.919,
Zm00001eb091270,1,0,1,0.0,0,25.0,0.2780415101433414,78.9,0.905,
Zm00001eb091280,1,1,0,1.0,4,20.0,,,,
Zm00001eb091300,1,0,1,0.0,0,25.0,0.6532804270195189,2.7,-0.896,
Zm00001eb091310,2,0,2,0.0,0,2.0,,,,
Zm00001eb091350,1,1,0,1.0,1,25.0,0.3904753247983686,192.6,0.156,
Zm00001eb091360,1,1,0,1.0,2,25.0,1.4596623797965849,253.6,-1.858,
Zm00001eb091370,3,0,3,0.0,0,4.0,,0.8,0.807,
Zm00001eb091400,1,1,0,1.0,1,25.0,0.5512391080264324,297.4,-0.394,
